3.77	3360	2400	50	3360	75	1
3.77	3540	60	50	3540	75	1
3.77	3540	500	50	3540	75	1
3.77	3540	580	50	3540	75	1
3.77	3540	800	50	3540	75	1
3.77	3540	1000	50	3540	75	1
3.77	3540	1200	50	3540	75	1
3.77	3540	1900	50	3540	75	1
3.77	3540	2300	50	3540	75	1
3.77	3720	180	50	3720	75	1
3.77	3720	1200	50	3720	75	1
3.77	3720	1700	50	3720	75	1
